id_cliente,lineaprod,canal,ticket,Estrato,Sexo,Edad,EstadoCivil,Educacion,ActividadEconomica,Tipovivienda,Recomienda,rango_antiguedad,frecuencia_mes
0234eb5f7e99d581c72052f0a86bdd4a,Mercado,e-commerce,213862.5,5-6,Masculino,Menor a 25,Separado/a,Técnico,Hogar,Familiar,Recomienda,72 - 158,3
024c171753a0a345d596bd7f9eded320,Farmacia,tienda,85610,5-6,Femenino,Menor a 25,Divorciado/a,Profesional,Hogar,Familiar,Recomienda,250+,2
024c171753a0a345d596bd7f9eded320,Mercado,e-commerce,125940,5-6,Femenino,Menor a 25,Divorciado/a,Profesional,Hogar,Familiar,Recomienda,250+,1
024c171753a0a345d596bd7f9eded320,Mercado,tienda,156995,5-6,Femenino,Menor a 25,Divorciado/a,Profesional,,Familiar,Recomienda,250+,2
0280ac72b104d8a55d2d23d5321b665f,Farmacia,e-commerce,23940,0,Femenino,Menor a 25,Soltero/a,Profesional,Hogar,Familiar,Recomienda,<= 71,1
0280ac72b104d8a55d2d23d5321b665f,Mercado,e-commerce,227126.6667,0,Femenino,Menor a 25,Soltero/a,Profesional,Hogar,Familiar,Recomienda,<= 71,3
0280ac72b104d8a55d2d23d5321b665f,Mercado,tienda,228960,0,Femenino,Menor a 25,Soltero/a,Profesional,Hogar,Familiar,Recomienda,<= 71,1
0280ac72b104d8a55d2d23d532e06deb,Mercado,e-commerce,334020,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Hogar,Familiar,Recomienda,<= 71,1
0280ac72b104d8a55d2d23d532e1aadf,Mercado,tienda,62380,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Hogar,Alquilada,Neutro,<= 71,2
028c0aa5c5f7e32a652df0a733283325,Delikatessen,tienda,71100,5-6,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Hogar,Alquilada,Recomienda,72 - 158,3
0310b4c07db4a52fb5b6e0c4edeb9256,Mercado,tienda,161300,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Hogar,Alquilada,No recomienda,72 - 158,2
047c3ce23da099cddf30f6ced85b3c76,Farmacia,e-commerce,192100,3-4,Masculino,Entre  26 y 45,Separado/a,Bachillerato o inferior,Hogar,Alquilada,Recomienda,72 - 158,1
056e782066df516f734d0bbc245e4773,Delikatessen,tienda,55765,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Hogar,Alquilada,Neutro,250+,3
056e782066df516f734d0bbc2465ba2b,Farmacia,e-commerce,178080,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Hogar,Alquilada,No recomienda,250+,1
056e782066df516f734d0bbc2465ba2b,Mercado,e-commerce,291885,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Hogar,Alquilada,No recomienda,250+,4
056e782066df516f734d0bbc2465ba2b,Mercado,tienda,144245,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Hogar,Alquilada,No recomienda,250+,4
05e58f7bdd987479354aeced0d24981c,Farmacia,tienda,55800,3-4,Femenino,Menor a 25,Casado/a,Tecnólogo,Hogar,Alquilada,No recomienda,72 - 158,1
05ed8e43e912bcf69a6017111559a29e,Farmacia,tienda,176770,1-2,Femenino,Mayor a 45,Soltero/a,Tecnólogo,Hogar,Alquilada,Recomienda,159 - 249,1
06c835e57a0ed91d024120ee201325ee,Mercado,e-commerce,411580,3-4,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Hogar,Familiar,Recomienda,250+,1
0756e1a1be3313a1a223bc6eb8480ff9,Farmacia,e-commerce,160346.9231,1-2,Femenino,Mayor a 45,Viudo‎/a,Tecnólogo,Hogar,Familiar,Recomienda,159 - 249,4
0756e1a1be3313a1a223bc6eb84ebb43,Mercado,e-commerce,302340,1-2,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Hogar,Propia,Recomienda,159 - 249,1
0756e1a1be3313a1a223bc6eb84ebb43,Mercado,tienda,121220,1-2,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Hogar,Propia,Recomienda,159 - 249,3
08f1e87b921a385bea97435875d2bc18,Delikatessen,tienda,55335,1-2,Femenino,Mayor a 45,Casado/a,Profesional,Hogar,Propia,Recomienda,72 - 158,3
09c9677134007a306b71d1df0e02b1ba,Mercado,e-commerce,175140,5-6,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Alquilada,No recomienda,<= 71,1
09c9677134007a306b71d1df0e0306ee,Delikatessen,e-commerce,46100,1-2,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Alquilada,Neutro,<= 71,1
09c9677134007a306b71d1df0e0306ee,Farmacia,e-commerce,66770,1-2,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Alquilada,Neutro,<= 71,1
09c9677134007a306b71d1df0e24fbdc,Mercado,e-commerce,208336.6667,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Alquilada,Neutro,<= 71,3
09c9677134007a306b71d1df0e24fbdc,Mercado,tienda,138466.6667,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Alquilada,Neutro,<= 71,2
09c9677134007a306b71d1df0e8bbfa9,Mercado,tienda,156340,3-4,Femenino,Menor a 25,Soltero/a,Posgrado,Empleado sector privado,Alquilada,Neutro,<= 71,2
09fb29be45e21a5e3cb4c0fa4254083a,Delikatessen,e-commerce,154970,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Alquilada,Neutro,<= 71,1
09fb29be45e21a5e3cb4c0fa4254083a,Electrodomésticos,e-commerce,2538400,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Alquilada,Neutro,<= 71,1
0a98cead98f3935ef3051e834a3040e9,Farmacia,tienda,92300,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Alquilada,Neutro,72 - 158,1
0a98cead98f3935ef3051e834a30419e,Delikatessen,e-commerce,384875,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Alquilada,Recomienda,250+,3
0a98cead98f3935ef3051e834a30419e,Delikatessen,tienda,237980,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Alquilada,Recomienda,250+,1
0a98cead98f3935ef3051e834a30419e,Farmacia,e-commerce,198875.0877,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Alquilada,Recomienda,250+,4
0a98cead98f3935ef3051e834a30419e,Farmacia,tienda,126111.828,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Alquilada,Recomienda,250+,4
0a98cead98f3935ef3051e834a371d24,Farmacia,e-commerce,247280,3-4,Masculino,Menor a 25,Casado/a,Posgrado,Empleado sector privado,Alquilada,Neutro,250+,1
0a98cead98f3935ef3051e834a385369,Mercado,tienda,43040,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Familiar,Neutro,250+,1
0b866e4c3c0d8d6e39b5101a581cdf34,Delikatessen,tienda,112200,1-2,Masculino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Familiar,Neutro,<= 71,1
0c457e5cd7b06f77ee291a1639cb3a89,Farmacia,e-commerce,81510,3-4,Masculino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Familiar,Recomienda,250+,1
0c457e5cd7b06f77ee291a1639cb3a89,Mercado,tienda,177712.5,3-4,Masculino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Familiar,Recomienda,250+,4
0ccc1298928674d39cb6be553de4c969,Farmacia,e-commerce,203466.6667,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Familiar,Neutro,159 - 249,3
0ccc1298928674d39cb6be553de4c969,Farmacia,tienda,44457.5,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Familiar,Neutro,159 - 249,3
0ccc1298928674d39cb6be553de4c969,Mercado,e-commerce,416320,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Familiar,Neutro,159 - 249,4
0ccc1298928674d39cb6be553de4c969,Mercado,tienda,121327.5,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Familiar,Neutro,159 - 249,4
0d4631fecf07eba8673f87fe036511ee,Farmacia,e-commerce,109334.2857,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Familiar,Recomienda,250+,4
0d4631fecf07eba8673f87fe036511ee,Farmacia,tienda,204760,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Familiar,Recomienda,250+,3
0d4631fecf07eba8673f87fe03657781,Farmacia,e-commerce,182700,1-2,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Familiar,Recomienda,72 - 158,1
0d4631fecf07eba8673f87fe03657781,Farmacia,tienda,102300,1-2,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Familiar,Recomienda,72 - 158,1
0d4631fecf07eba8673f87fe03657781,Mercado,tienda,227100,1-2,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Familiar,Recomienda,72 - 158,2
0d6769af681bb9d44bb069fc37ae2f42,Mercado,e-commerce,84060,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Familiar,Neutro,<= 71,1
0d6769af681bb9d44bb069fc37ae2f42,Mercado,tienda,49430,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Familiar,Neutro,72 - 158,3
0d68c9b1fb3fd1c9b166c10cab5a1702,Farmacia,tienda,53660,3-4,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Familiar,Neutro,250+,1
0df485794c875870a83811e19bc15576,Delikatessen,e-commerce,95125,1-2,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Familiar,Neutro,159 - 249,4
0df485794c875870a83811e19bc15576,Delikatessen,tienda,96733.33333,1-2,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Familiar,Neutro,159 - 249,3
0e3981a3a2e133f960381bc60b45a60e,Farmacia,tienda,16050,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Familiar,Neutro,<= 71,1
0e3981a3a2e133f960381bc60b45a60e,Mercado,tienda,77560,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Familiar,Neutro,<= 71,1
0e3981a3a2e133f960381bc60b6717cd,Farmacia,e-commerce,51600,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Familiar,Neutro,<= 71,1
0e3981a3a2e133f960381bc60bb5079f,Mercado,tienda,72380,3-4,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Familiar,Neutro,<= 71,1
0e407b566f8607a539d3287899fa812a,Mercado,e-commerce,144250,3-4,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Familiar,Neutro,<= 71,1
0e407b566f8607a539d3287899fb7727,Mercado,tienda,164510,1-2,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Familiar,Neutro,<= 71,2
0e9af5bbf1edfe591b54ecdfd7e91e26,Mercado,tienda,226620,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Familiar,Neutro,<= 71,1
0ed064de66b8552b422f67f7d2c968df,Mercado,e-commerce,174800,1-2,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Familiar,No recomienda,72 - 158,1
0f0ffd9676b4aa664f8b88b76ca47d32,Farmacia,tienda,89932.5,1-2,Masculino,Menor a 25,Soltero/a,Técnico,Empleado sector privado,Propia,Recomienda,250+,3
0f0ffd9676b4aa664f8b88b76ca90cf4,Farmacia,e-commerce,207806.6667,0,Femenino,Menor a 25,Casado/a,Posgrado,Empleado sector privado,Propia,Neutro,250+,4
0f0ffd9676b4aa664f8b88b76ca90cf4,Mercado,tienda,148180,0,Femenino,Menor a 25,Casado/a,Posgrado,Empleado sector privado,Propia,Neutro,250+,4
0f0ffd9676b4aa664f8b88b76cabf553,Delikatessen,e-commerce,54200,3-4,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,72 - 158,1
0f0ffd9676b4aa664f8b88b76cabf553,Delikatessen,tienda,92015.71429,3-4,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,250+,4
0f0ffd9676b4aa664f8b88b76cabf553,Servicios especiales,tienda,1741500,3-4,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,72 - 158,1
0f0ffd9676b4aa664f8b88b76cc20d92,Delikatessen,e-commerce,50140,3-4,Masculino,Entre  26 y 45,Soltero/a,Técnico,Empleado sector privado,Propia,No recomienda,72 - 158,3
0f0ffd9676b4aa664f8b88b76cc20d92,Delikatessen,tienda,36515,3-4,Masculino,Entre  26 y 45,Soltero/a,Técnico,Empleado sector privado,Propia,No recomienda,<= 71,1
0f0ffd9676b4aa664f8b88b76cc20d92,Farmacia,tienda,72380,3-4,Masculino,Entre  26 y 45,Soltero/a,Técnico,Empleado sector privado,Propia,No recomienda,<= 71,1
0f0ffd9676b4aa664f8b88b76ccba2c0,Mercado,e-commerce,365600,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,No recomienda,72 - 158,3
0f0ffd9676b4aa664f8b88b76ccba2c0,Mercado,tienda,241540,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,No recomienda,250+,1
0fbe7aa8ad7a347abb574855700027fc,Mercado,e-commerce,249695.8333,1-2,Femenino,Entre  26 y 45,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,72 - 158,4
0fbe7aa8ad7a347abb574855700027fc,Mercado,tienda,204200,1-2,Femenino,Entre  26 y 45,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,72 - 158,2
0fd4a08189ac948f6beaa2d3145c9895,Farmacia,e-commerce,131070,1-2,Femenino,Entre  26 y 45,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,<= 71,1
0fd4a08189ac948f6beaa2d3145c9895,Servicios especiales,e-commerce,1528800,1-2,Femenino,Entre  26 y 45,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,<= 71,1
0fd4a08189ac948f6beaa2d3145ca3bd,Mercado,e-commerce,437290,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Neutro,<= 71,2
0fd4a08189ac948f6beaa2d3145ca3bd,Mercado,tienda,132313.3333,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Neutro,<= 71,3
10229756e0a48c2a3098e98a4b578f3b,Delikatessen,e-commerce,224655,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,<= 71,2
10229756e0a48c2a3098e98a4b578f3b,Delikatessen,tienda,51113.33333,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,<= 71,3
10229756e0a48c2a3098e98a4b578f3b,Farmacia,tienda,241860,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,159 - 249,1
10229756e0a48c2a3098e98a4b57c26c,Mercado,e-commerce,103070,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Neutro,159 - 249,2
10229756e0a48c2a3098e98a4bc60eb3,Mercado,e-commerce,240333.3333,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,159 - 249,3
107975c65113a1313dd5bd190bf45e89,Farmacia,e-commerce,104060,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Propia,Neutro,<= 71,1
1083bcecf6e3df9df65525ec3a667dc5,Farmacia,e-commerce,248600,1-2,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,<= 71,1
1083bcecf6e3df9df65525ec3a667dc5,Mercado,tienda,135000,1-2,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Neutro,159 - 249,1
1083bcecf6e3df9df65525ec3a680e97,Farmacia,e-commerce,139500,0,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Propia,No recomienda,72 - 158,1
10a6aad9a64e469502c613b3e92677fe,Mercado,e-commerce,290730,0,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,250+,4
10a6aad9a64e469502c613b3e92677fe,Mercado,tienda,684985,0,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,250+,4
10a6aad9a64e469502c613b3e9289f50,Mercado,tienda,402800,1-2,Masculino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,72 - 158,3
10c58be777e53ef21a2898a6095ccaa1,Electrodomésticos,e-commerce,1873200,3-4,Femenino,Menor a 25,Soltero/a,Técnico,Empleado sector privado,Propia,Recomienda,250+,1
10c58be777e53ef21a2898a6095ccaa1,Electrodomésticos,tienda,1885300,3-4,Femenino,Menor a 25,Soltero/a,Técnico,Empleado sector privado,Propia,Recomienda,250+,3
10c58be777e53ef21a2898a6095ccaa1,Farmacia,e-commerce,152507.5,3-4,Femenino,Menor a 25,Soltero/a,Técnico,Empleado sector privado,Propia,Recomienda,250+,4
10c58be777e53ef21a2898a6095ccaa1,Farmacia,tienda,63955.55556,3-4,Femenino,Menor a 25,Soltero/a,Técnico,Empleado sector privado,Propia,Recomienda,250+,4
10c58be777e53ef21a2898a6095ccaa1,Mercado,e-commerce,219076,3-4,Femenino,Menor a 25,Soltero/a,Técnico,Empleado sector privado,Propia,Recomienda,72 - 158,3
10c58be777e53ef21a2898a6095ccaa1,Mercado,tienda,145360,3-4,Femenino,Menor a 25,Soltero/a,Técnico,Empleado sector privado,Propia,Recomienda,250+,4
10d9df705123aefdc68ca566646a1731,Mercado,e-commerce,83011.66667,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,4
10d9df705123aefdc68ca566646a1731,Mercado,tienda,92576.66667,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,4
1148d03f8b2a30203b4b2823226d3594,Electrodomésticos,e-commerce,538000,3-4,Masculino,Menor a 25,Separado/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,2
1148d03f8b2a30203b4b2823226d3594,Farmacia,e-commerce,200688.6667,3-4,Masculino,Menor a 25,Separado/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,4
1148d03f8b2a30203b4b2823226d3594,Farmacia,tienda,106800,3-4,Masculino,Menor a 25,Separado/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,3
1148d03f8b2a30203b4b2823226d3594,Mercado,e-commerce,400400,3-4,Masculino,Menor a 25,Separado/a,Profesional,Empleado sector privado,Propia,Recomienda,<= 71,1
1148d03f8b2a30203b4b2823226d3594,Mercado,tienda,115600,3-4,Masculino,Menor a 25,Separado/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,1
1199f830a03cd75df5e7a7cc7ca8a20c,Mercado,e-commerce,306400,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,72 - 158,1
1199f830a03cd75df5e7a7cc7ca8a20c,Mercado,tienda,182947.5,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,4
1199f830a03cd75df5e7a7cc7cae6927,Farmacia,e-commerce,111605,3-4,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,1
1199f830a03cd75df5e7a7cc7ccca51a,Mercado,tienda,191800,3-4,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Recomienda,72 - 158,3
11b9c2d3923894404f5b4822af201780,Mercado,e-commerce,433600,1-2,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,1
11b9c2d3923894404f5b4822af201780,Mercado,tienda,65200,1-2,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Recomienda,72 - 158,1
11b9c2d3923894404f5b4822af2257ad,Electrodomésticos,tienda,1172642.105,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,4
11c41f4761b7f551f68781d26228cb47,Mercado,e-commerce,132760,3-4,Masculino,Menor a 25,Divorciado/a,Profesional,Empleado sector privado,Propia,Recomienda,<= 71,1
11e21d15fe580560971859d9fe0207ed,Mercado,e-commerce,407960,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,<= 71,1
1238e44402a93366489cbff988128ddb,Delikatessen,e-commerce,67400,1-2,Femenino,Menor a 25,Soltero/a,Posgrado,Empleado sector privado,Propia,Neutro,250+,1
123b753a17ca12f7fb7c4ec96fa5fc82,Mercado,tienda,197917.5,1-2,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,No recomienda,159 - 249,4
124dc2dbc4f79130bfa0b935779a4c2e,Farmacia,e-commerce,52610,3-4,Femenino,Menor a 25,Casado/a,Técnico,Empleado sector privado,Propia,Recomienda,250+,1
124dc2dbc4f79130bfa0b93577a84a53,Farmacia,e-commerce,74380,3-4,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Recomienda,250+,1
124dc2dbc4f79130bfa0b93577a8ba42,Mercado,e-commerce,374200,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,72 - 158,2
12c472dd8efc6ed622ae866925408cb6,Delikatessen,tienda,236700,1-2,Masculino,Menor a 25,Casado/a,Posgrado,Empleado sector privado,Propia,Recomienda,<= 71,1
12e7ce3b216e0e71096e283bba0624b7,Mercado,tienda,133800,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,72 - 158,1
138ba2b2b4c3fa53fc0c060c7ea956e3,Mercado,tienda,208340,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,250+,1
139c353f1b54511df60e64ab8e62eee3,Mercado,e-commerce,347800,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,72 - 158,1
13cd660fbea6e3b6221aa0fc6fcb8f58,Delikatessen,e-commerce,101935.9091,3-4,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,250+,4
13cd660fbea6e3b6221aa0fc6fcb8f58,Delikatessen,tienda,73605.72917,3-4,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,250+,4
13cd660fbea6e3b6221aa0fc6fcb8f58,Electrodomésticos,tienda,916000,3-4,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,1
13cd660fbea6e3b6221aa0fc6fcb8f58,Farmacia,e-commerce,100672.7586,3-4,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,250+,4
13cd660fbea6e3b6221aa0fc6fcb8f58,Farmacia,tienda,93759.44444,3-4,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,250+,4
13cd660fbea6e3b6221aa0fc6fcb8f58,Mercado,tienda,125540,3-4,Femenino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,250+,3
13f9089105129d9278966aaca452a3e6,Farmacia,tienda,89390,0,Femenino,Menor a 25,Divorciado/a,Profesional,Empleado sector privado,Propia,Recomienda,250+,1
13f9089105129d9278966aaca4a38385,Mercado,tienda,81500,1-2,Masculino,Entre  26 y 45,Casado/a,Técnico,Empleado sector privado,Propia,Recomienda,72 - 158,2
140372ffae5fba565a70338348de366a,Farmacia,e-commerce,248820,3-4,Femenino,Menor a 25,Separado/a,Profesional,Empleado sector privado,Propia,Recomienda,<= 71,1
140372ffae5fba565a70338348e5c19a,Delikatessen,tienda,146970,1-2,Masculino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,1
140372ffae5fba565a70338348e601fa,Delikatessen,e-commerce,111166.25,1-2,Femenino,Menor a 25,Casado/a,Posgrado,Empleado sector privado,Propia,Neutro,250+,4
140372ffae5fba565a70338348e64cc0,Mercado,e-commerce,240550,3-4,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,3
140372ffae5fba565a70338348e7d9db,Mercado,tienda,404590,3-4,Masculino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,<= 71,1
14199c4eeebebaf37f6feba10b0765cc,Farmacia,e-commerce,166860,1-2,Masculino,Entre  26 y 45,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,<= 71,1
14199c4eeebebaf37f6feba10b0805ea,Delikatessen,tienda,184430,3-4,Femenino,Menor a 25,Casado/a,Profesional,Empleado sector privado,Propia,Recomienda,<= 71,1
141fe4a8514e64b4a76d7ed7959f3302,Farmacia,tienda,22530,0,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,No recomienda,250+,1
141fe4a8514e64b4a76d7ed795a24f68,Delikatessen,e-commerce,91651.25,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,159 - 249,4
141fe4a8514e64b4a76d7ed795a24f68,Delikatessen,tienda,83385,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Empleado sector privado,Propia,Recomienda,72 - 158,3
